"","varname","label"
"735","adv_p20_j13","Subj:Would you consider the current level of food consumption of your family as:"
"736","adv_p20_j14","Subj:Would you consider the current level of expenditures of your family for foo"
"737","adv_p20_j15","Subj:Would you consider the current level of expenditures of your family for foo"
"738","adv_p20_j16","Subj:Would you consider the current level of expenditures of your family for foo"
"739","adv_p20_j17","Subj:Concern about being able to provide yourself and your family with food/basi"
"740","adv_p20_j18","Subj:Concern about being able to provide yourself and your family with food/basi"
"741","adv_p20_j19","Subj: How satisfied are you with your current financial situation?"
"742","adv_p20_j20","Subj: How satisfied are you with your current financial situation?"
"743","adv_p20_j21","Subj:Would you consider the current level of food consumption of your family as:"
"744","adv_p20_j22","Subj:Would you consider the current level of food consumption of your family as:"
"745","adv_p20_j23","Subj:Would you consider the current level of food consumption of your family as:"
"746","adv_p20_j24","Subj:Would you consider the current level of expenditures of your family for foo"
"747","adv_p20_j25","Subj:Would you consider the current level of expenditures of your family for foo"
"748","adv_p20_j26","Subj:Would you consider the current level of expenditures of your family for foo"
"749","adv_p20_j27","Subj:Concern about being able to provide yourself and your family with food/basi"
"750","adv_p20_j28","Subj:Concern about being able to provide yourself and your family with food/basi"
"751","adv_p20_j29","Subj: How satisfied are you with your current financial situation?"
"752","adv_p20_j30","Subj: How satisfied are you with your current financial situation?"
"753","adv_p20_j31","Subj:Would you consider the current level of food consumption of your family as:"
"754","adv_p20_j32","Subj:Would you consider the current level of food consumption of your family as:"
"755","adv_p20_j33","Subj:Would you consider the current level of food consumption of your family as:"
"756","adv_p20_j34","Subj:Would you consider the current level of expenditures of your family for foo"
"757","adv_p20_j35","Subj:Would you consider the current level of expenditures of your family for foo"
"758","adv_p20_j36","Subj:Would you consider the current level of expenditures of your family for foo"
"759","adv_p20_j37","Subj:Concern about being able to provide yourself and your family with food/basi"
"760","adv_p20_j38","Subj:Concern about being able to provide yourself and your family with food/basi"
"761","adv_p20_j39","Subj: How satisfied are you with your current financial situation?"
"762","adv_p20_j40","Subj: How satisfied are you with your current financial situation?"
"763","adv_p20_j41","Subj:Would you consider the current level of food consumption of your family as:"
"764","adv_p20_j42","Subj:Would you consider the current level of food consumption of your family as:"
"765","adv_p20_j43","Subj:Would you consider the current level of food consumption of your family as:"
"766","adv_p20_j44","Subj:Would you consider the current level of expenditures of your family for foo"
"767","adv_p20_j45","Subj:Would you consider the current level of expenditures of your family for foo"
"768","adv_p20_l1","Subj:Would you consider the current level of expenditures of your family for foo"
"769","adv_p20_l2","Subj:Concern about being able to provide yourself and your family with food/basi"
"770","adv_p20_l3","Subj:Concern about being able to provide yourself and your family with food/basi"
"771","adv_p20_l4","Subj: How satisfied are you with your current financial situation?"
"772","adv_p20_l7","Subj: How satisfied are you with your current financial situation?"
"773","adv_p20_l8","Subj:Would you consider the current level of food consumption of your family as:"
"774","adv_p20_l9","Subj:Would you consider the current level of food consumption of your family as:"
"775","adv_p20_l10","Subj:Would you consider the current level of food consumption of your family as:"
"776","adv_p20_l11","Subj:Would you consider the current level of expenditures of your family for foo"
"777","adv_p20_l16","Subj:Would you consider the current level of expenditures of your family for foo"
"778","adv_p20_l19","Subj:Would you consider the current level of expenditures of your family for foo"
"779","adv_p20_l22","Subj:Concern about being able to provide yourself and your family with food/basi"
"780","adv_p20_l23","Subj:Concern about being able to provide yourself and your family with food/basi"
"781","adv_p20_l34","Subj: How satisfied are you with your current financial situation?"
"782","adv_p20_l36","Subj: How satisfied are you with your current financial situation?"
"783","adv_p20_l38","Subj:Would you consider the current level of food consumption of your family as:"
"784","adv_p20_l39","Subj:Would you consider the current level of food consumption of your family as:"
"785","adv_p20_l40","Subj:Would you consider the current level of food consumption of your family as:"
"786","adv_p20_l41","Subj:Would you consider the current level of expenditures of your family for foo"
"787","adv_p20_l42","Subj:Would you consider the current level of expenditures of your family for foo"
"788","n_s1","Subj:Would you consider the current level of expenditures of your family for foo"
"789","i_s1","Subj:Concern about being able to provide yourself and your family with food/basi"
"790","n_s2","Subj:Concern about being able to provide yourself and your family with food/basi"
"791","i_s2","Subj: How satisfied are you with your current financial situation?"
"792","n_s3","Subj: How satisfied are you with your current financial situation?"
"793","i_s3","Subj:Would you consider the current level of food consumption of your family as:"
"794","n_s4","Subj:Would you consider the current level of food consumption of your family as:"
"795","i_s4","Subj:Would you consider the current level of food consumption of your family as:"
"796","n_s5","Subj:Would you consider the current level of expenditures of your family for foo"
"797","i_s5","Subj:Would you consider the current level of expenditures of your family for foo"
"798","n_s6","Subj:Would you consider the current level of expenditures of your family for foo"
"799","i_s6","Subj:Concern about being able to provide yourself and your family with food/basi"
"800","n_s7","Subj:Concern about being able to provide yourself and your family with food/basi"
"801","i_s7","Subj: How satisfied are you with your current financial situation?"
"802","n_s8","Subj: How satisfied are you with your current financial situation?"
"803","i_s8","Subj:Would you consider the current level of food consumption of your family as:"
"804","n_s9","Subj:Would you consider the current level of food consumption of your family as:"
"805","i_s9","Subj:Would you consider the current level of food consumption of your family as:"
"806","n_s10","Subj:Would you consider the current level of expenditures of your family for foo"
"807","i_s10","Subj:Would you consider the current level of expenditures of your family for foo"
"808","n_s11","Subj:Would you consider the current level of expenditures of your family for foo"
"809","i_s11","Subj:Concern about being able to provide yourself and your family with food/basi"
"810","n_s12","Subj:Concern about being able to provide yourself and your family with food/basi"
"811","i_s12","Subj: How satisfied are you with your current financial situation?"
"812","n_s13","Subj: How satisfied are you with your current financial situation?"
"813","i_s13","Subj:Would you consider the current level of food consumption of your family as:"
"814","n_s14","Subj:Would you consider the current level of food consumption of your family as:"
"815","i_s14","Subj:Would you consider the current level of food consumption of your family as:"
"816","n_s15","Subj:Would you consider the current level of expenditures of your family for foo"
"817","i_s15","Subj:Would you consider the current level of expenditures of your family for foo"
"818","n_s16","Subj:Would you consider the current level of expenditures of your family for foo"
"819","i_s16","Subj:Concern about being able to provide yourself and your family with food/basi"
"820","n_s17","Subj:Concern about being able to provide yourself and your family with food/basi"
"821","i_s17","Subj: How satisfied are you with your current financial situation?"
"822","n_s18","Subj: How satisfied are you with your current financial situation?"
"823","i_s18","Subj:Would you consider the current level of food consumption of your family as:"
"824","n_s19","Subj:Would you consider the current level of food consumption of your family as:"
"825","i_s19","Subj:Would you consider the current level of food consumption of your family as:"
"826","n_q1","Subj:Would you consider the current level of expenditures of your family for foo"
"827","i_q1","Subj:Would you consider the current level of expenditures of your family for foo"
"828","n_q2","Subj:Would you consider the current level of expenditures of your family for foo"
"829","i_q2","Subj:Concern about being able to provide yourself and your family with food/basi"
"830","n_q3","Subj:Concern about being able to provide yourself and your family with food/basi"
"831","i_q3","Subj: How satisfied are you with your current financial situation?"
"832","n_q4","Subj: How satisfied are you with your current financial situation?"
"833","i_q4","Subj:Would you consider the current level of food consumption of your family as:"
"834","n_q5","Subj:Would you consider the current level of food consumption of your family as:"
"835","i_q5","Subj:Would you consider the current level of food consumption of your family as:"
"836","n_q6","Subj:Would you consider the current level of expenditures of your family for foo"
"837","i_q6","Subj:Would you consider the current level of expenditures of your family for foo"
"838","n_q7","Subj:Would you consider the current level of expenditures of your family for foo"
"839","i_q7","Subj:Concern about being able to provide yourself and your family with food/basi"
"840","n_q8","Subj:Concern about being able to provide yourself and your family with food/basi"
"841","i_q8","Subj: How satisfied are you with your current financial situation?"
"842","n_q9","Subj: How satisfied are you with your current financial situation?"
"843","i_q9","Subj:Would you consider the current level of food consumption of your family as:"
"844","n_q10","Subj:Would you consider the current level of food consumption of your family as:"
"845","i_q10","Subj:Would you consider the current level of food consumption of your family as:"
"846","n_q11","Subj:Would you consider the current level of expenditures of your family for foo"
"847","i_q11","Subj:Would you consider the current level of expenditures of your family for foo"
"848","n_q12","Subj:Would you consider the current level of expenditures of your family for foo"
"849","i_q12","Subj:Concern about being able to provide yourself and your family with food/basi"
"850","n_q13","Subj:Concern about being able to provide yourself and your family with food/basi"
"851","i_q13","Subj: How satisfied are you with your current financial situation?"
"852","n_q14","Subj: How satisfied are you with your current financial situation?"
"853","i_q14","Subj:Would you consider the current level of food consumption of your family as:"
"854","n_q15","Subj:Would you consider the current level of food consumption of your family as:"
"855","i_q15","Subj:Would you consider the current level of food consumption of your family as:"
"856","n_q16","Subj:Would you consider the current level of expenditures of your family for foo"
"857","i_q16","Subj:Would you consider the current level of expenditures of your family for foo"
"858","n_q17","Subj:Would you consider the current level of expenditures of your family for foo"
"859","i_q17","Subj:Concern about being able to provide yourself and your family with food/basi"
"860","n_q18","Subj:Concern about being able to provide yourself and your family with food/basi"
"861","i_q18","Subj: How satisfied are you with your current financial situation?"
"862","n_q19","Subj: How satisfied are you with your current financial situation?"
"863","i_q19","Subj:Would you consider the current level of food consumption of your family as:"
"864","n_q20","Subj:Would you consider the current level of food consumption of your family as:"
"865","i_q20","Subj:Would you consider the current level of food consumption of your family as:"
"866","n_q21","Subj:Would you consider the current level of expenditures of your family for foo"
"867","i_q21","Subj:Would you consider the current level of expenditures of your family for foo"
"868","n_q22","Subj:Would you consider the current level of expenditures of your family for foo"
"869","i_q22","Subj:Concern about being able to provide yourself and your family with food/basi"
"870","n_q23","Subj:Concern about being able to provide yourself and your family with food/basi"
"871","i_q23","Subj: How satisfied are you with your current financial situation?"
"872","n_q24","Subj: How satisfied are you with your current financial situation?"
"873","i_q24","Subj:Would you consider the current level of food consumption of your family as:"
"874","n_q25","Subj:Would you consider the current level of food consumption of your family as:"
"875","i_q25","Subj:Would you consider the current level of food consumption of your family as:"
"876","n_q26","Subj:Would you consider the current level of expenditures of your family for foo"
"877","i_q26","Subj:Would you consider the current level of expenditures of your family for foo"
"878","n_q27","Subj:Would you consider the current level of expenditures of your family for foo"
"879","i_q27","Subj:Concern about being able to provide yourself and your family with food/basi"
"880","n_q28","Subj:Concern about being able to provide yourself and your family with food/basi"
"881","i_q28","Subj: How satisfied are you with your current financial situation?"
"882","n_q29","Subj: How satisfied are you with your current financial situation?"
"883","i_q29","Subj:Would you consider the current level of food consumption of your family as:"
"884","n_q30","Subj:Would you consider the current level of food consumption of your family as:"
"885","i_q30","Subj:Would you consider the current level of food consumption of your family as:"
"886","n_q31","Subj:Would you consider the current level of expenditures of your family for foo"
"887","i_q31","Subj:Would you consider the current level of expenditures of your family for foo"
"888","n_q32","Subj:Would you consider the current level of expenditures of your family for foo"
"889","i_q32","Subj:Concern about being able to provide yourself and your family with food/basi"
"890","n_q33","Subj:Concern about being able to provide yourself and your family with food/basi"
"891","i_q33","Subj: How satisfied are you with your current financial situation?"
"892","n_q34","Subj: How satisfied are you with your current financial situation?"
"893","i_q34","Subj:Would you consider the current level of food consumption of your family as:"
"894","n_q35","Subj:Would you consider the current level of food consumption of your family as:"
"895","i_q35","Subj:Would you consider the current level of food consumption of your family as:"
"896","n_q36","Subj:Would you consider the current level of expenditures of your family for foo"
"897","i_q36","Subj:Would you consider the current level of expenditures of your family for foo"
"898","n_q37","Subj:Would you consider the current level of expenditures of your family for foo"
"899","i_q37","Subj:Concern about being able to provide yourself and your family with food/basi"
"900","n_q38","Subj:Concern about being able to provide yourself and your family with food/basi"
"901","i_q38","Subj: How satisfied are you with your current financial situation?"
"902","n_q39","Subj: How satisfied are you with your current financial situation?"
"903","i_q39","Subj:Would you consider the current level of food consumption of your family as:"
"904","n_q40","Subj:Would you consider the current level of food consumption of your family as:"
"905","i_q40","Subj:Would you consider the current level of food consumption of your family as:"
"906","n_q41","Subj:Would you consider the current level of expenditures of your family for foo"
"907","i_q41","Subj:Would you consider the current level of expenditures of your family for foo"
"908","n_q42","Subj:Would you consider the current level of expenditures of your family for foo"
"909","i_q42","Subj:Concern about being able to provide yourself and your family with food/basi"
"910","n_q43","Subj:Concern about being able to provide yourself and your family with food/basi"
"911","i_q43","Subj: How satisfied are you with your current financial situation?"
"912","n_q44","Subj: How satisfied are you with your current financial situation?"
"913","i_q44","Subj:Would you consider the current level of food consumption of your family as:"
"914","n_q45","Subj:Would you consider the current level of food consumption of your family as:"
"915","i_q45","Subj:Would you consider the current level of food consumption of your family as:"
"916","n_q46","Subj:Would you consider the current level of expenditures of your family for foo"
"917","i_q46","Subj:Would you consider the current level of expenditures of your family for foo"
"918","n_e1","Subj:Would you consider the current level of expenditures of your family for foo"
"919","i_e1","Subj:Concern about being able to provide yourself and your family with food/basi"
"920","n_e3","Subj:Concern about being able to provide yourself and your family with food/basi"
"921","i_e3","Subj: How satisfied are you with your current financial situation?"
"922","n_e4","Subj: How satisfied are you with your current financial situation?"
"923","i_e4","Subj:Would you consider the current level of food consumption of your family as:"
"924","n_e6","Subj:Would you consider the current level of food consumption of your family as:"
"925","i_e6","Subj:Would you consider the current level of food consumption of your family as:"
"926","n_e7","Subj:Would you consider the current level of expenditures of your family for foo"
"927","i_e7","Subj:Would you consider the current level of expenditures of your family for foo"
"928","n_e8","Subj:Would you consider the current level of expenditures of your family for foo"
"929","i_e8","Subj:Concern about being able to provide yourself and your family with food/basi"
"930","n_e9","Subj:Concern about being able to provide yourself and your family with food/basi"
"931","i_e9","Subj: How satisfied are you with your current financial situation?"
"932","n_e10","Subj: How satisfied are you with your current financial situation?"
"933","i_e10","Subj:Would you consider the current level of food consumption of your family as:"
"934","n_e11","Subj:Would you consider the current level of food consumption of your family as:"
"935","i_e11","Subj:Would you consider the current level of food consumption of your family as:"
"936","n_e12","Subj:Would you consider the current level of expenditures of your family for foo"
"937","i_e12","Subj:Would you consider the current level of expenditures of your family for foo"
"938","n_e13","Subj:Would you consider the current level of expenditures of your family for foo"
"939","i_e13","Subj:Concern about being able to provide yourself and your family with food/basi"
"940","n_e14","Subj:Concern about being able to provide yourself and your family with food/basi"
"941","i_e14","Subj: How satisfied are you with your current financial situation?"
"942","n_e15","Subj: How satisfied are you with your current financial situation?"
"943","i_e15","Subj:Would you consider the current level of food consumption of your family as:"
"944","n_e5","Subj:Would you consider the current level of food consumption of your family as:"
"945","i_e5","Subj:Would you consider the current level of food consumption of your family as:"
"946","n_o1","Subj:Would you consider the current level of expenditures of your family for foo"
"947","i_o1","Subj:Would you consider the current level of expenditures of your family for foo"
"948","n_o2","Subj:Would you consider the current level of expenditures of your family for foo"
"949","i_o2","Subj:Concern about being able to provide yourself and your family with food/basi"
"950","n_o3","Subj:Concern about being able to provide yourself and your family with food/basi"
"951","i_o3","Subj: How satisfied are you with your current financial situation?"
"952","n_o4","Subj: How satisfied are you with your current financial situation?"
"953","i_o4","Subj:Would you consider the current level of food consumption of your family as:"
"954","n_o5","Subj:Would you consider the current level of food consumption of your family as:"
"955","i_o5","Subj:Would you consider the current level of food consumption of your family as:"
"956","n_o6","Subj:Would you consider the current level of expenditures of your family for foo"
"957","i_o6","Subj:Would you consider the current level of expenditures of your family for foo"
"958","n_o8","Subj:Would you consider the current level of expenditures of your family for foo"
"959","i_o8","Subj:Concern about being able to provide yourself and your family with food/basi"
"960","n_o10","Subj:Concern about being able to provide yourself and your family with food/basi"
"961","i_o10","Subj: How satisfied are you with your current financial situation?"
"962","n_o12","Subj: How satisfied are you with your current financial situation?"
"963","i_o12","Subj:Would you consider the current level of food consumption of your family as:"
"964","n_o13","Subj:Would you consider the current level of food consumption of your family as:"
"965","i_o13","Subj:Would you consider the current level of food consumption of your family as:"
"966","n_o15","Subj:Would you consider the current level of expenditures of your family for foo"
"967","i_o15","Subj:Would you consider the current level of expenditures of your family for foo"
"968","n_o16","Subj:Would you consider the current level of expenditures of your family for foo"
"969","i_o16","Subj:Concern about being able to provide yourself and your family with food/basi"
"970","n_o17","Subj:Concern about being able to provide yourself and your family with food/basi"
"971","i_o17","Subj: How satisfied are you with your current financial situation?"
"972","n_o18","Subj: How satisfied are you with your current financial situation?"
"973","i_o18","Subj:Would you consider the current level of food consumption of your family as:"
"974","n_o19","Subj:Would you consider the current level of food consumption of your family as:"
"975","i_o19","Subj:Would you consider the current level of food consumption of your family as:"
"976","n_o20","Subj:Would you consider the current level of expenditures of your family for foo"
"977","i_o20","Subj:Would you consider the current level of expenditures of your family for foo"
"978","n_o21","Subj:Would you consider the current level of expenditures of your family for foo"
"979","i_o21","Subj:Concern about being able to provide yourself and your family with food/basi"
"980","n_o22","Subj:Concern about being able to provide yourself and your family with food/basi"
"981","i_o22","Subj: How satisfied are you with your current financial situation?"
"982","n_obs","Subj: How satisfied are you with your current financial situation?"
"983","i_obs","Subj:Would you consider the current level of food consumption of your family as:"
"984","n_w1","Subj:Would you consider the current level of food consumption of your family as:"
"985","i_w1","Subj:Would you consider the current level of food consumption of your family as:"
"986","n_w2","Subj:Would you consider the current level of expenditures of your family for foo"
"987","i_w2","Subj:Would you consider the current level of expenditures of your family for foo"
"988","n_w3","Subj:Would you consider the current level of expenditures of your family for foo"
"989","i_w3","Subj:Concern about being able to provide yourself and your family with food/basi"
"990","n_w4","Subj:Concern about being able to provide yourself and your family with food/basi"
"991","i_w4","Subj: How satisfied are you with your current financial situation?"
"992","n_w5","Subj: How satisfied are you with your current financial situation?"
"993","i_w5","Subj:Would you consider the current level of food consumption of your family as:"
"994","n_w6","Subj:Would you consider the current level of food consumption of your family as:"
"995","i_w6","Subj:Would you consider the current level of food consumption of your family as:"
"996","n_w7","Subj:Would you consider the current level of expenditures of your family for foo"
"997","i_w7","Subj:Would you consider the current level of expenditures of your family for foo"
"998","n_w8","Subj:Would you consider the current level of expenditures of your family for foo"
"999","i_w8","Subj:Concern about being able to provide yourself and your family with food/basi"
"1000","n_w9","Subj:Concern about being able to provide yourself and your family with food/basi"
"1001","i_w9","Subj: How satisfied are you with your current financial situation?"
"1002","n_w10","Subj: How satisfied are you with your current financial situation?"
"1003","i_w10","Subj:Would you consider the current level of food consumption of your family as:"
"1004","n_w11","Subj:Would you consider the current level of food consumption of your family as:"
"1005","i_w11","Subj:Would you consider the current level of food consumption of your family as:"
"1006","n_w12","Subj:Would you consider the current level of expenditures of your family for foo"
"1007","i_w12","Subj:Would you consider the current level of expenditures of your family for foo"
"1008","n_w15","Subj:Would you consider the current level of expenditures of your family for foo"
"1009","i_w15","Subj:Concern about being able to provide yourself and your family with food/basi"
"1010","n_w16","Subj:Concern about being able to provide yourself and your family with food/basi"
"1011","i_w16","Subj: How satisfied are you with your current financial situation?"
"1012","n_d1","Subj: How satisfied are you with your current financial situation?"
"1013","i_d1","Subj:Would you consider the current level of food consumption of your family as:"
"1014","n_d2","Subj:Would you consider the current level of food consumption of your family as:"
"1015","i_d2","Subj:Would you consider the current level of food consumption of your family as:"
"1016","n_d3","Subj:Would you consider the current level of expenditures of your family for foo"
"1017","i_d3","Subj:Would you consider the current level of expenditures of your family for foo"
"1018","n_d4","Subj:Would you consider the current level of expenditures of your family for foo"
"1019","i_d4","Subj:Concern about being able to provide yourself and your family with food/basi"
"1020","n_d5","Subj:Concern about being able to provide yourself and your family with food/basi"
"1021","i_d5","Subj: How satisfied are you with your current financial situation?"
"1022","n_d6","Subj: How satisfied are you with your current financial situation?"
"1023","i_d6","Subj:Would you consider the current level of food consumption of your family as:"
"1024","n_d7","Subj:Would you consider the current level of food consumption of your family as:"
"1025","i_d7","Subj:Would you consider the current level of food consumption of your family as:"
"1026","n_d8","Subj:Would you consider the current level of expenditures of your family for foo"
"1027","i_d8","Subj:Would you consider the current level of expenditures of your family for foo"
"1028","n_b1","Subj:Would you consider the current level of expenditures of your family for foo"
"1029","i_b1","Subj:Concern about being able to provide yourself and your family with food/basi"
"1030","n_b2","Subj:Concern about being able to provide yourself and your family with food/basi"
"1031","i_b2","Subj: How satisfied are you with your current financial situation?"
"1032","n_b3","Subj: How satisfied are you with your current financial situation?"
"1033","i_b3","Subj:Would you consider the current level of food consumption of your family as:"
"1034","n_b4","Subj:Would you consider the current level of food consumption of your family as:"
"1035","i_b4","Subj:Would you consider the current level of food consumption of your family as:"
"1036","n_b5","Subj:Would you consider the current level of expenditures of your family for foo"
"1037","i_b5","Subj:Would you consider the current level of expenditures of your family for foo"
"1038","n_b6","Subj:Would you consider the current level of expenditures of your family for foo"
"1039","i_b6","Subj:Concern about being able to provide yourself and your family with food/basi"
"1040","n_b7","Subj:Concern about being able to provide yourself and your family with food/basi"
"1041","i_b7","Subj: How satisfied are you with your current financial situation?"
"1042","n_b8","Subj: How satisfied are you with your current financial situation?"
"1043","i_b8","Subj:Would you consider the current level of food consumption of your family as:"
"1044","n_b9","Subj:Would you consider the current level of food consumption of your family as:"
"1045","i_b9","Subj:Would you consider the current level of food consumption of your family as:"
"1046","n_b10","Subj:Would you consider the current level of expenditures of your family for foo"
"1047","i_b10","Subj:Would you consider the current level of expenditures of your family for foo"
"1048","n_b11","Subj:Would you consider the current level of expenditures of your family for foo"
"1049","i_b11","Subj:Concern about being able to provide yourself and your family with food/basi"
"1050","n_b12","Subj:Concern about being able to provide yourself and your family with food/basi"
"1051","i_b12","Subj: How satisfied are you with your current financial situation?"
"1052","n_b13","Subj: How satisfied are you with your current financial situation?"
"1053","i_b13","Subj:Would you consider the current level of food consumption of your family as:"
"1054","n_b14","Subj:Would you consider the current level of food consumption of your family as:"
"1055","i_b14","Subj:Would you consider the current level of food consumption of your family as:"
"1056","n_b15","Subj:Would you consider the current level of expenditures of your family for foo"
"1057","i_b15","Subj:Would you consider the current level of expenditures of your family for foo"
"1058","n_b16","Subj:Would you consider the current level of expenditures of your family for foo"
"1059","i_b16","Subj:Concern about being able to provide yourself and your family with food/basi"
"1060","n_b17","Subj:Concern about being able to provide yourself and your family with food/basi"
"1061","i_b17","Subj: How satisfied are you with your current financial situation?"
"1062","n_b18","Subj: How satisfied are you with your current financial situation?"
"1063","i_b18","Subj:Would you consider the current level of food consumption of your family as:"
"1064","n_b19","Subj:Would you consider the current level of food consumption of your family as:"
"1065","i_b19","Subj:Would you consider the current level of food consumption of your family as:"
"1066","n_b20","Subj:Would you consider the current level of expenditures of your family for foo"
"1067","i_b20","Subj:Would you consider the current level of expenditures of your family for foo"
"1068","n_b21","Subj:Would you consider the current level of expenditures of your family for foo"
"1069","i_b21","Subj:Concern about being able to provide yourself and your family with food/basi"
"1070","n_b22","Subj:Concern about being able to provide yourself and your family with food/basi"
"1071","i_b22","Subj: How satisfied are you with your current financial situation?"
"1072","n_b23","Subj: How satisfied are you with your current financial situation?"
"1073","i_b23","Subj:Would you consider the current level of food consumption of your family as:"
"1074","n_b24","Subj:Would you consider the current level of food consumption of your family as:"
"1075","i_b24","Subj:Would you consider the current level of food consumption of your family as:"
"1076","n_b25","Subj:Would you consider the current level of expenditures of your family for foo"
"1077","i_b25","Subj:Would you consider the current level of expenditures of your family for foo"
"1078","n_b26","Subj:Would you consider the current level of expenditures of your family for foo"
"1079","i_b26","Subj:Concern about being able to provide yourself and your family with food/basi"
"1080","n_b27","Subj:Concern about being able to provide yourself and your family with food/basi"
"1081","i_b27","Subj: How satisfied are you with your current financial situation?"
"1082","n_b28","Subj: How satisfied are you with your current financial situation?"
"1083","i_b28","Subj:Would you consider the current level of food consumption of your family as:"
"1084","n_b29","Subj:Would you consider the current level of food consumption of your family as:"
"1085","i_b29","Subj:Would you consider the current level of food consumption of your family as:"
"1086","n_b30","Subj:Would you consider the current level of expenditures of your family for foo"
"1087","i_b30","Subj:Would you consider the current level of expenditures of your family for foo"
"1088","n_b31","Subj:Would you consider the current level of expenditures of your family for foo"
"1089","i_b31","Subj:Concern about being able to provide yourself and your family with food/basi"
"1090","n_b32","Subj:Concern about being able to provide yourself and your family with food/basi"
"1091","i_b32","Subj: How satisfied are you with your current financial situation?"
"1092","n_b33","Subj: How satisfied are you with your current financial situation?"
"1093","i_b33","Subj:Would you consider the current level of food consumption of your family as:"
"1094","n_b34","Subj:Would you consider the current level of food consumption of your family as:"
"1095","i_b34","Subj:Would you consider the current level of food consumption of your family as:"
"1096","n_b35","Subj:Would you consider the current level of expenditures of your family for foo"
"1097","i_b35","Subj:Would you consider the current level of expenditures of your family for foo"
"1098","n_b36","Subj:Would you consider the current level of expenditures of your family for foo"
"1099","i_b36","Subj:Concern about being able to provide yourself and your family with food/basi"
"1100","n_b37","Subj:Concern about being able to provide yourself and your family with food/basi"
"1101","i_b37","Subj: How satisfied are you with your current financial situation?"
"1102","n_b38","Subj: How satisfied are you with your current financial situation?"
"1103","i_b38","Subj:Would you consider the current level of food consumption of your family as:"
"1104","n_b39","Subj:Would you consider the current level of food consumption of your family as:"
"1105","i_b39","Subj:Would you consider the current level of food consumption of your family as:"
"1106","n_b40","Subj:Would you consider the current level of expenditures of your family for foo"
"1107","i_b40","Subj:Would you consider the current level of expenditures of your family for foo"
"1108","n_b41","Subj:Would you consider the current level of expenditures of your family for foo"
"1109","i_b41","Subj:Concern about being able to provide yourself and your family with food/basi"
"1110","n_b42","Subj:Concern about being able to provide yourself and your family with food/basi"
"1111","i_b42","Subj: How satisfied are you with your current financial situation?"
"1112","n_b43","Subj: How satisfied are you with your current financial situation?"
"1113","i_b43","Subj:Would you consider the current level of food consumption of your family as:"
"1114","n_b44","Subj:Would you consider the current level of food consumption of your family as:"
"1115","i_b44","Subj:Would you consider the current level of food consumption of your family as:"
"1116","n_b45","Subj:Would you consider the current level of expenditures of your family for foo"
"1117","i_b45","Subj:Would you consider the current level of expenditures of your family for foo"
"1118","n_b46","Subj:Would you consider the current level of expenditures of your family for foo"
"1119","i_b46","Subj:Concern about being able to provide yourself and your family with food/basi"
"1120","n_p3","Subj:Concern about being able to provide yourself and your family with food/basi"
"1121","i_p3","Subj: How satisfied are you with your current financial situation?"
"1122","n_p4","Subj: How satisfied are you with your current financial situation?"
"1123","i_p4","Subj:Would you consider the current level of food consumption of your family as:"
"1124","n_p7","Subj:Would you consider the current level of food consumption of your family as:"
"1125","i_p7","Subj:Would you consider the current level of food consumption of your family as:"
"1126","n_p8","Subj:Would you consider the current level of expenditures of your family for foo"
"1127","i_p8","Subj:Would you consider the current level of expenditures of your family for foo"
"1128","n_p9","Subj:Would you consider the current level of expenditures of your family for foo"
"1129","i_p9","Subj:Concern about being able to provide yourself and your family with food/basi"
"1130","n_p10","Subj:Concern about being able to provide yourself and your family with food/basi"
"1131","i_p10","Subj: How satisfied are you with your current financial situation?"
"1132","n_p11","Subj: How satisfied are you with your current financial situation?"
"1133","i_p11","Subj:Would you consider the current level of food consumption of your family as:"
"1134","n_p12","Subj:Would you consider the current level of food consumption of your family as:"
"1135","i_p12","Subj:Would you consider the current level of food consumption of your family as:"
"1136","n_p14","Subj:Would you consider the current level of expenditures of your family for foo"
"1137","i_p14","Subj:Would you consider the current level of expenditures of your family for foo"
"1138","n_p15","Subj:Would you consider the current level of expenditures of your family for foo"
"1139","i_p15","Subj:Concern about being able to provide yourself and your family with food/basi"
"1140","n_p16","Subj:Concern about being able to provide yourself and your family with food/basi"
"1141","i_p16","Subj: How satisfied are you with your current financial situation?"
"1142","n_p17","Subj: How satisfied are you with your current financial situation?"
"1143","i_p17","Subj:Would you consider the current level of food consumption of your family as:"
"1144","n_p18","Subj:Would you consider the current level of food consumption of your family as:"
"1145","i_p18","Subj:Would you consider the current level of food consumption of your family as:"
"1146","n_p19","Subj:Would you consider the current level of expenditures of your family for foo"
"1147","i_p19","Subj:Would you consider the current level of expenditures of your family for foo"
"1148","n_p35","Subj:Would you consider the current level of expenditures of your family for foo"
"1149","i_p35","Subj:Concern about being able to provide yourself and your family with food/basi"
"1150","n_p36","Subj:Concern about being able to provide yourself and your family with food/basi"
"1151","i_p36","Subj: How satisfied are you with your current financial situation?"
"1152","n_p41","Subj: How satisfied are you with your current financial situation?"
"1153","i_p41","Subj:Would you consider the current level of food consumption of your family as:"
"1154","n_n1","Subj:Would you consider the current level of food consumption of your family as:"
"1155","i_n1","Subj:Would you consider the current level of food consumption of your family as:"
"1156","n_n2","Subj:Would you consider the current level of expenditures of your family for foo"
"1157","i_n2","Subj:Would you consider the current level of expenditures of your family for foo"
"1158","n_n3","Subj:Would you consider the current level of expenditures of your family for foo"
